Campaign;"Daily Budget";"Campaign Type";Networks;Languages;"DSA Website";"DSA Language";"DSA targeting source";"Targeting expansion";ID;Location;"Ad rotation";"Targeting method";"Exclusion method";"Bid Strategy Type";"Enhanced CPC";"Max CPC";"Ad Group Type";"Ad Group";"Ad type";"Description line 1";"Description line 2";"Dynamic Ad Target Condition 1";"Dynamic Ad Target Value 1";"Dynamic Ad Target Condition 2";"Dynamic Ad Target Value 2";"Dynamic Ad Target Condition 3";"Campaign Status";"Ad Group Status";Status
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 3008 (2010-2016) _ FR3225";;;;"URL equals";https://autoradio-fr.com/3225-autoradio-android-peugeot-3008-2010-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 3008 (2010-2016) _ FR3225";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Peugeot 307 (2005-2008) _ FR3226";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 307 (2005-2008) _ FR3226";;;;"URL equals";https://autoradio-fr.com/3226-autoradio-android-peugeot-307-2005-2008.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 307 (2005-2008) _ FR3226";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Peugeot 308 (2007-2010) _ FR3227";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 308 (2007-2010) _ FR3227";;;;"URL equals";https://autoradio-fr.com/3227-autoradio-android-peugeot-308-2007-2010.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 308 (2007-2010) _ FR3227";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Peugeot 308 (2007-2010) _ FR3228";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 308 (2007-2010) _ FR3228";;;;"URL equals";https://autoradio-fr.com/3228-autoradio-android-peugeot-308-2007-2010.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Peugeot 308 (2007-2010) _ FR3228";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Porsche 911 (2003-2010) _ FR3229";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Porsche 911 (2003-2010) _ FR3229";;;;"URL equals";https://autoradio-fr.com/3229-autoradio-android-porsche-911-2003-2010.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Porsche 911 (2003-2010) _ FR3229";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Porsche 911 (2008-2011) _ FR3230";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Porsche 911 (2008-2011) _ FR3230";;;;"URL equals";https://autoradio-fr.com/3230-autoradio-android-porsche-911-2008-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Porsche 911 (2008-2011) _ FR3230";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"GPS Android 9.0 Porsche Cayman (2005-2008) _ FR3231";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 9.0 Porsche Cayman (2005-2008) _ FR3231";;;;"URL equals";https://autoradio-fr.com/3231-autoradio-android-porsche-cayman-2005-2008.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 9.0 Porsche Cayman (2005-2008) _ FR3231";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Boxter (2008-2011) _ FR3232";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Boxter (2008-2011) _ FR3232";;;;"URL equals";https://autoradio-fr.com/3232-autoradio-android-porsche-boxter-2008-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Boxter (2008-2011) _ FR3232";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Porsche 997 (2008-2011) _ FR3233";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Porsche 997 (2008-2011) _ FR3233";;;;"URL equals";https://autoradio-fr.com/3233-autoradio-android-porsche-997-2008-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Porsche 997 (2008-2011) _ FR3233";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Dokker 2013 _ FR3234";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Dokker 2013 _ FR3234";;;;"URL equals";https://autoradio-fr.com/3234-autoradio-android-renault-dokker-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Dokker 2013 _ FR3234";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Sandero 2013 _ FR3235";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Sandero 2013 _ FR3235";;;;"URL equals";https://autoradio-fr.com/3235-autoradio-android-renault-sandero-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Sandero 2013 _ FR3235";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Sandero (2015-2016) _ FR3236";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Sandero (2015-2016) _ FR3236";;;;"URL equals";https://autoradio-fr.com/3236-autoradio-android-renault-sandero-2015-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Sandero (2015-2016) _ FR3236";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Lodgy 2013 _ FR3237";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Lodgy 2013 _ FR3237";;;;"URL equals";https://autoradio-fr.com/3237-autoradio-android-renault-lodgy-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Lodgy 2013 _ FR3237";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Logan (2015-2016) _ FR3238";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Logan (2015-2016) _ FR3238";;;;"URL equals";https://autoradio-fr.com/3238-autoradio-android-renault-logan-2015-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Logan (2015-2016) _ FR3238";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Logan _ FR3239";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Logan _ FR3239";;;;"URL equals";https://autoradio-fr.com/3239-autoradio-android-renault-logan.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Logan _ FR3239";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Fluence _ FR3240";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Fluence _ FR3240";;;;"URL equals";https://autoradio-fr.com/3240-autoradio-android-renault-fluence.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Fluence _ FR3240";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Capture _ FR3241";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Capture _ FR3241";;;;"URL equals";https://autoradio-fr.com/3241-autoradio-android-renault-capture.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Capture _ FR3241";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Capture _ FR3242";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Capture _ FR3242";;;;"URL equals";https://autoradio-fr.com/3242-autoradio-android-renault-capture.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Capture _ FR3242";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Kadjar 2016 _ FR3243";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Kadjar 2016 _ FR3243";;;;"URL equals";https://autoradio-fr.com/3243-autoradio-android-renault-kadjar-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Kadjar 2016 _ FR3243";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Clio (2014-2016) _ FR3244";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Clio (2014-2016) _ FR3244";;;;"URL equals";https://autoradio-fr.com/3244-autoradio-android-renault-clio-2014-2016.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Clio (2014-2016) _ FR3244";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Renault Megane 4 _ FR3245";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Megane 4 _ FR3245";;;;"URL equals";https://autoradio-fr.com/3245-autoradio-android-renault-megane-4.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Renault Megane 4 _ FR3245";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Seat Léon (2004-2017) _ FR3246";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Léon (2004-2017) _ FR3246";;;;"URL equals";https://autoradio-fr.com/3246-autoradio-android-seat-leon-2004-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Léon (2004-2017) _ FR3246";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Seat Léon (2004-2017) _ FR3247";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Léon (2004-2017) _ FR3247";;;;"URL equals";https://autoradio-fr.com/3247-autoradio-android-seat-leon-2004-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Léon (2004-2017) _ FR3247";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Seat Altea (2004-2017) _ FR3248";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Altea (2004-2017) _ FR3248";;;;"URL equals";https://autoradio-fr.com/3248-autoradio-android-seat-altea-2004-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Altea (2004-2017) _ FR3248";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Seat Toledo (2004-2017) _ FR3249";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Toledo (2004-2017) _ FR3249";;;;"URL equals";https://autoradio-fr.com/3249-autoradio-android-seat-toledo-2004-2017.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Seat Toledo (2004-2017) _ FR3249";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"GPS Android 10.0 Skoda Roomster (2006-2013) _ FR3250";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 10.0 Skoda Roomster (2006-2013) _ FR3250";;;;"URL equals";https://autoradio-fr.com/3250-autoradio-android-skoda-roomster-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 10.0 Skoda Roomster (2006-2013) _ FR3250";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"GPS Android 10.0 Skoda Roomster (2006-2013) _ FR3251";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 10.0 Skoda Roomster (2006-2013) _ FR3251";;;;"URL equals";https://autoradio-fr.com/3251-autoradio-android-skoda-roomster-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 10.0 Skoda Roomster (2006-2013) _ FR3251";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Roomster (2006-2013) _ FR3252";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Roomster (2006-2013) _ FR3252";;;;"URL equals";https://autoradio-fr.com/3252-autoradio-android-skoda-roomster-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Roomster (2006-2013) _ FR3252";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Roomster (2006-2013) _ FR3253";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Roomster (2006-2013) _ FR3253";;;;"URL equals";https://autoradio-fr.com/3253-autoradio-android-skoda-roomster-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Roomster (2006-2013) _ FR3253";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Octavia II (2006-2013) _ FR3254";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Octavia II (2006-2013) _ FR3254";;;;"URL equals";https://autoradio-fr.com/3254-autoradio-android-skoda-octavia-ii-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Octavia II (2006-2013) _ FR3254";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Octavia II (2006-2013) _ FR3255";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Octavia II (2006-2013) _ FR3255";;;;"URL equals";https://autoradio-fr.com/3255-autoradio-android-skoda-octavia-ii-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Octavia II (2006-2013) _ FR3255";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"GPS Android 10.0 Skoda Octavia II (2006-2013) _ FR3256";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 10.0 Skoda Octavia II (2006-2013) _ FR3256";;;;"URL equals";https://autoradio-fr.com/3256-autoradio-android-skoda-octavia-ii-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 10.0 Skoda Octavia II (2006-2013) _ FR3256";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Skoda Superb (2006-2013) _ FR3257";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Skoda Superb (2006-2013) _ FR3257";;;;"URL equals";https://autoradio-fr.com/3257-autoradio-android-skoda-superb-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Skoda Superb (2006-2013) _ FR3257";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 10.0 Skoda Superb (2006-2013) _ FR3258";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Skoda Superb (2006-2013) _ FR3258";;;;"URL equals";https://autoradio-fr.com/3258-autoradio-android-skoda-superb-2006-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 10.0 Skoda Superb (2006-2013) _ FR3258";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"GPS Android 9.0 Smart For two II (2012-2013) _ FR3259";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 9.0 Smart For two II (2012-2013) _ FR3259";;;;"URL equals";https://autoradio-fr.com/3259-autoradio-android-smart-for-two-ii-2012-2013.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"GPS Android 9.0 Smart For two II (2012-2013) _ FR3259";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Impreza (2008-2011) _ FR3260";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Impreza (2008-2011) _ FR3260";;;;"URL equals";https://autoradio-fr.com/3260-autoradio-android-subaru-impreza-2008-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Impreza (2008-2011) _ FR3260";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Legacy (2009-2012) _ FR3261";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Legacy (2009-2012) _ FR3261";;;;"URL equals";https://autoradio-fr.com/3261-autoradio-android-subaru-legacy-2009-2012.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Legacy (2009-2012) _ FR3261";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Outback (2009-2011) _ FR3262";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Outback (2009-2011) _ FR3262";;;;"URL equals";https://autoradio-fr.com/3262-autoradio-android-subaru-outback-2009-2011.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Outback (2009-2011) _ FR3262";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Suzuki S-Cross 2014 _ FR3263";;;;;;;;;Paused;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Suzuki S-Cross 2014 _ FR3263";;;;"URL equals";https://autoradio-fr.com/3263-autoradio-android-suzuki-s-cross-2014.html;None;;None;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;;;;;;;;;;;"Autoradio Android 9.0 Suzuki S-Cross 2014 _ FR3263";"Expanded Dynamic Search Ad";"Test numero 1";"Test Numero 2";;;;;;Paused;Enabled;Enabled
"ANA DSA TEST [DO NOT USE]";;;;;;;;Disabled;;;;;;;;0,1;Dynamic;"Autoradio Android 9.0 Suzuki SRS 2014 _ FR3264";;;;;;;;;Paused;Enabled
